date,region,region_fr,commodity_fr,prix_median,nb_marches
2007-01-01,Dakar,Dakar,Maïs importé,187.5,4
2007-01-01,Dakar,Dakar,Maïs local,195.83499999999998,4
2007-01-01,Dakar,Dakar,Mil,183.0,5
2007-01-01,Dakar,Dakar,Riz importé (brisé),225.0,5
2007-01-01,Dakar,Dakar,Sorgho,178.5,4
2007-01-01,Diourbel,Diourbel,Maïs importé,150.0,4
2007-01-01,Diourbel,Diourbel,Maïs local,150.0,1
2007-01-01,Diourbel,Diourbel,Mil,120.0,4
2007-01-01,Diourbel,Diourbel,Riz importé (brisé),200.0,4
2007-01-01,Fatick,Fatick,Maïs importé,168.75,4
2007-01-01,Fatick,Fatick,Maïs local,140.0,3
2007-01-01,Fatick,Fatick,Mil,126.67,5
2007-01-01,Fatick,Fatick,Riz importé (brisé),200.0,5
2007-01-01,Fatick,Fatick,Sorgho,152.5,2
2007-01-01,Kaffrine,Kaffrine,Maïs local,116.25,2
2007-01-01,Kaffrine,Kaffrine,Mil,117.5,3
2007-01-01,Kaffrine,Kaffrine,Riz importé (brisé),237.5,3
2007-01-01,Kaffrine,Kaffrine,Sorgho,113.75,2
2007-01-01,Kaolack,Kaolack,Maïs local,135.0,1
2007-01-01,Kaolack,Kaolack,Mil,120.0,3
2007-01-01,Kaolack,Kaolack,Riz importé (brisé),231.875,2
2007-01-01,Kaolack,Kaolack,Sorgho,135.20999999999998,2
2007-01-01,Kedougou,Kédougou,Maïs local,160.0,1
2007-01-01,Kedougou,Kédougou,Mil,250.0,1
2007-01-01,Kedougou,Kédougou,Riz importé (brisé),225.0,1
2007-01-01,Kolda,Kolda,Maïs local,162.5,2
2007-01-01,Kolda,Kolda,Mil,225.0,2
2007-01-01,Kolda,Kolda,Riz importé (brisé),220.0,2
2007-01-01,Kolda,Kolda,Sorgho,200.0,1
2007-01-01,Louga,Louga,Maïs importé,145.0,2
2007-01-01,Louga,Louga,Maïs local,160.0,4
2007-01-01,Louga,Louga,Mil,155.0,3
2007-01-01,Louga,Louga,Riz importé (brisé),220.0,4
2007-01-01,Louga,Louga,Riz local,198.33499999999998,4
2007-01-01,Louga,Louga,Sorgho,155.0,3
2007-01-01,Matam,Matam,Maïs importé,187.5,2
2007-01-01,Matam,Matam,Maïs local,175.0,3
2007-01-01,Matam,Matam,Mil,195.66500000000002,4
2007-01-01,Matam,Matam,Riz importé (brisé),225.0,4
2007-01-01,Matam,Matam,Riz local,187.5,2
2007-01-01,Matam,Matam,Sorgho,175.0,4
2007-01-01,Saint Louis,Saint-Louis,Maïs importé,146.66500000000002,4
2007-01-01,Saint Louis,Saint-Louis,Maïs local,167.5,4
2007-01-01,Saint Louis,Saint-Louis,Mil,165.0,4
2007-01-01,Saint Louis,Saint-Louis,Riz importé (brisé),214.58499999999998,4
2007-01-01,Saint Louis,Saint-Louis,Riz local,187.91500000000002,4
2007-01-01,Saint Louis,Saint-Louis,Sorgho,163.75,4
2007-01-01,Tambacounda,Tambacounda,Maïs local,136.25,4
2007-01-01,Tambacounda,Tambacounda,Mil,131.665,4
2007-01-01,Tambacounda,Tambacounda,Riz importé (brisé),225.0,2
2007-01-01,Tambacounda,Tambacounda,Sorgho,136.875,4
2007-01-01,Thies,Thiès,Maïs importé,150.0,4
2007-01-01,Thies,Thiès,Maïs local,163.75,1
2007-01-01,Thies,Thiès,Mil,145.83,4
2007-01-01,Thies,Thiès,Riz importé (brisé),214.58499999999998,4
2007-01-01,Thies,Thiès,Riz local,206.67,1
2007-01-01,Ziguinchor,Ziguinchor,Maïs local,175.0,3
2007-01-01,Ziguinchor,Ziguinchor,Mil,175.0,3
2007-01-01,Ziguinchor,Ziguinchor,Riz importé (brisé),240.0,3
2007-01-01,Ziguinchor,Ziguinchor,Sorgho,172.5,2
2007-02-01,Dakar,Dakar,Maïs importé,192.5,4
2007-02-01,Dakar,Dakar,Maïs local,183.33,3
2007-02-01,Dakar,Dakar,Mil,187.5,5
2007-02-01,Dakar,Dakar,Riz importé (brisé),231.25,5
2007-02-01,Dakar,Dakar,Sorgho,179.5,4
2007-02-01,Diourbel,Diourbel,Maïs importé,150.0,4
2007-02-01,Diourbel,Diourbel,Mil,126.875,4
2007-02-01,Diourbel,Diourbel,Riz importé (brisé),200.0,4
2007-02-01,Fatick,Fatick,Maïs importé,168.75,4
2007-02-01,Fatick,Fatick,Maïs local,148.75,2
2007-02-01,Fatick,Fatick,Mil,131.25,5
2007-02-01,Fatick,Fatick,Riz importé (brisé),202.5,5
2007-02-01,Fatick,Fatick,Sorgho,143.125,4
2007-02-01,Kaffrine,Kaffrine,Maïs local,125.0,3
2007-02-01,Kaffrine,Kaffrine,Mil,123.33,3
2007-02-01,Kaffrine,Kaffrine,Riz importé (brisé),235.0,3
2007-02-01,Kaffrine,Kaffrine,Sorgho,127.5,3
2007-02-01,Kaolack,Kaolack,Maïs local,168.75,1
2007-02-01,Kaolack,Kaolack,Mil,123.75,3
2007-02-01,Kaolack,Kaolack,Riz importé (brisé),228.75,2
2007-02-01,Kaolack,Kaolack,Sorgho,141.25,3
2007-02-01,Kolda,Kolda,Maïs local,162.5,2
2007-02-01,Kolda,Kolda,Mil,185.0,2
2007-02-01,Kolda,Kolda,Riz importé (brisé),231.67,3
2007-02-01,Kolda,Kolda,Sorgho,200.0,3
2007-02-01,Louga,Louga,Maïs importé,163.33,3
2007-02-01,Louga,Louga,Maïs local,163.75,4
2007-02-01,Louga,Louga,Mil,160.625,4
2007-02-01,Louga,Louga,Riz importé (brisé),217.5,4
2007-02-01,Louga,Louga,Riz local,200.0,4
2007-02-01,Louga,Louga,Sorgho,160.0,3
2007-02-01,Matam,Matam,Maïs importé,184.375,2
2007-02-01,Matam,Matam,Maïs local,169.375,2
2007-02-01,Matam,Matam,Mil,206.25,4
2007-02-01,Matam,Matam,Riz importé (brisé),234.375,4
2007-02-01,Matam,Matam,Riz local,218.75,3
2007-02-01,Matam,Matam,Sorgho,189.875,4
2007-02-01,Saint Louis,Saint-Louis,Maïs importé,148.75,4
2007-02-01,Saint Louis,Saint-Louis,Maïs local,171.66500000000002,2
2007-02-01,Saint Louis,Saint-Louis,Mil,172.5,4
2007-02-01,Saint Louis,Saint-Louis,Riz importé (brisé),217.5,4
2007-02-01,Saint Louis,Saint-Louis,Riz local,201.25,4
2007-02-01,Saint Louis,Saint-Louis,Sorgho,167.5,3
2007-02-01,Sedhiou,Sédhiou,Maïs local,162.5,1
2007-02-01,Sedhiou,Sédhiou,Mil,225.0,1
2007-02-01,Sedhiou,Sédhiou,Riz importé (brisé),225.0,1
2007-02-01,Sedhiou,Sédhiou,Sorgho,175.0,1
2007-02-01,Tambacounda,Tambacounda,Maïs local,136.665,4
2007-02-01,Tambacounda,Tambacounda,Mil,132.5,4
2007-02-01,Tambacounda,Tambacounda,Riz importé (brisé),225.0,2
2007-02-01,Tambacounda,Tambacounda,Sorgho,111.67,3
2007-02-01,Thies,Thiès,Maïs importé,150.0,4
2007-02-01,Thies,Thiès,Maïs local,165.0,1
2007-02-01,Thies,Thiès,Mil,141.25,4
2007-02-01,Thies,Thiès,Riz importé (brisé),220.625,4
2007-02-01,Thies,Thiès,Riz local,220.0,1
2007-02-01,Ziguinchor,Ziguinchor,Maïs local,175.0,3
2007-02-01,Ziguinchor,Ziguinchor,Mil,175.0,3
2007-02-01,Ziguinchor,Ziguinchor,Riz importé (brisé),242.5,3
2007-02-01,Ziguinchor,Ziguinchor,Sorgho,175.0,3
2007-03-01,Dakar,Dakar,Maïs importé,200.0,4
2007-03-01,Dakar,Dakar,Maïs local,200.0,3
2007-03-01,Dakar,Dakar,Mil,193.75,5
2007-03-01,Dakar,Dakar,Riz importé (brisé),250.0,5
2007-03-01,Dakar,Dakar,Sorgho,191.0,4
2007-03-01,Diourbel,Diourbel,Maïs importé,150.0,4
2007-03-01,Diourbel,Diourbel,Mil,141.875,4
2007-03-01,Diourbel,Diourbel,Riz importé (brisé),200.0,4
2007-03-01,Fatick,Fatick,Maïs importé,175.0,4
2007-03-01,Fatick,Fatick,Maïs local,160.0,3
2007-03-01,Fatick,Fatick,Mil,138.33,5
2007-03-01,Fatick,Fatick,Riz importé (brisé),216.25,4
2007-03-01,Fatick,Fatick,Sorgho,143.75,4
2007-03-01,Kaffrine,Kaffrine,Maïs local,132.5,2
2007-03-01,Kaffrine,Kaffrine,Mil,125.0,3
2007-03-01,Kaffrine,Kaffrine,Riz importé (brisé),237.5,3
2007-03-01,Kaffrine,Kaffrine,Sorgho,137.5,3
2007-03-01,Kaolack,Kaolack,Maïs local,156.66500000000002,2
2007-03-01,Kaolack,Kaolack,Mil,128.33,3
2007-03-01,Kaolack,Kaolack,Riz importé (brisé),232.29000000000002,2
2007-03-01,Kaolack,Kaolack,Sorgho,155.0,3
2007-03-01,Kedougou,Kédougou,Maïs local,100.0,1
2007-03-01,Kedougou,Kédougou,Mil,250.0,1
2007-03-01,Kedougou,Kédougou,Riz importé (brisé),250.0,1
2007-03-01,Kedougou,Kédougou,Sorgho,250.0,1
2007-03-01,Kolda,Kolda,Maïs local,152.5,2
2007-03-01,Kolda,Kolda,Mil,175.0,3
2007-03-01,Kolda,Kolda,Riz importé (brisé),250.0,3
2007-03-01,Kolda,Kolda,Sorgho,187.5,3
2007-03-01,Louga,Louga,Maïs importé,175.0,2
2007-03-01,Louga,Louga,Maïs local,160.0,4
2007-03-01,Louga,Louga,Mil,161.25,4
2007-03-01,Louga,Louga,Riz importé (brisé),214.16500000000002,4
2007-03-01,Louga,Louga,Riz local,210.0,3
2007-03-01,Louga,Louga,Sorgho,165.0,3
2007-03-01,Matam,Matam,Maïs importé,187.5,1
2007-03-01,Matam,Matam,Maïs local,186.67,3
2007-03-01,Matam,Matam,Mil,198.16500000000002,4
2007-03-01,Matam,Matam,Riz importé (brisé),250.0,4
2007-03-01,Matam,Matam,Riz local,185.0,2
2007-03-01,Matam,Matam,Sorgho,187.0,4
2007-03-01,Saint Louis,Saint-Louis,Maïs importé,150.0,4
2007-03-01,Saint Louis,Saint-Louis,Maïs local,162.5,4
2007-03-01,Saint Louis,Saint-Louis,Mil,173.125,4
2007-03-01,Saint Louis,Saint-Louis,Riz importé (brisé),225.0,4
2007-03-01,Saint Louis,Saint-Louis,Riz local,211.25,4
2007-03-01,Saint Louis,Saint-Louis,Sorgho,161.875,4
2007-03-01,Sedhiou,Sédhiou,Maïs local,166.67,1
2007-03-01,Sedhiou,Sédhiou,Mil,187.5,1
2007-03-01,Sedhiou,Sédhiou,Riz importé (brisé),237.5,1
2007-03-01,Sedhiou,Sédhiou,Sorgho,200.0,1
2007-03-01,Tambacounda,Tambacounda,Maïs local,136.665,4
2007-03-01,Tambacounda,Tambacounda,Mil,134.165,4
2007-03-01,Tambacounda,Tambacounda,Riz importé (brisé),251.25,2
2007-03-01,Tambacounda,Tambacounda,Sorgho,135.0,4
2007-03-01,Thies,Thiès,Maïs importé,150.0,4
2007-03-01,Thies,Thiès,Maïs local,165.0,1
2007-03-01,Thies,Thiès,Mil,145.0,4
2007-03-01,Thies,Thiès,Riz importé (brisé),225.0,4
2007-03-01,Thies,Thiès,Riz local,220.0,1
2007-03-01,Ziguinchor,Ziguinchor,Maïs local,185.0,3
2007-03-01,Ziguinchor,Ziguinchor,Mil,175.0,3
2007-03-01,Ziguinchor,Ziguinchor,Riz importé (brisé),253.75,3
2007-03-01,Ziguinchor,Ziguinchor,Sorgho,173.75,2
2007-04-01,Dakar,Dakar,Maïs importé,200.0,4
2007-04-01,Dakar,Dakar,Maïs local,200.0,2
2007-04-01,Dakar,Dakar,Mil,200.0,5
2007-04-01,Dakar,Dakar,Riz importé (brisé),250.0,5
2007-04-01,Dakar,Dakar,Sorgho,200.0,4
2007-04-01,Diourbel,Diourbel,Maïs importé,150.0,4
2007-04-01,Diourbel,Diourbel,Mil,160.0,4
2007-04-01,Diourbel,Diourbel,Riz importé (brisé),200.0,4
2007-04-01,Fatick,Fatick,Maïs importé,171.875,4
2007-04-01,Fatick,Fatick,Maïs local,167.5,1
2007-04-01,Fatick,Fatick,Mil,153.66500000000002,4
2007-04-01,Fatick,Fatick,Riz importé (brisé),224.5,4
2007-04-01,Fatick,Fatick,Sorgho,164.16500000000002,2
2007-04-01,Kaffrine,Kaffrine,Maïs local,132.5,2
2007-04-01,Kaffrine,Kaffrine,Mil,135.0,3
2007-04-01,Kaffrine,Kaffrine,Riz importé (brisé),250.0,3
2007-04-01,Kaffrine,Kaffrine,Sorgho,142.5,3
2007-04-01,Kaolack,Kaolack,Maïs local,147.5,3
2007-04-01,Kaolack,Kaolack,Mil,136.25,3
2007-04-01,Kaolack,Kaolack,Riz importé (brisé),250.0,2
2007-04-01,Kaolack,Kaolack,Sorgho,158.33,3
2007-04-01,Kedougou,Kédougou,Maïs local,200.0,1
2007-04-01,Kedougou,Kédougou,Mil,177.5,1
2007-04-01,Kedougou,Kédougou,Riz importé (brisé),225.0,1
2007-04-01,Kedougou,Kédougou,Sorgho,212.5,1
2007-04-01,Kolda,Kolda,Maïs local,157.5,2
2007-04-01,Kolda,Kolda,Mil,175.0,3
2007-04-01,Kolda,Kolda,Riz importé (brisé),250.0,3
2007-04-01,Kolda,Kolda,Sorgho,181.25,2
2007-04-01,Louga,Louga,Maïs importé,156.875,4
2007-04-01,Louga,Louga,Maïs local,150.0,3
2007-04-01,Louga,Louga,Mil,166.75,4
2007-04-01,Louga,Louga,Riz importé (brisé),219.0,4
2007-04-01,Louga,Louga,Riz local,218.0,2
2007-04-01,Louga,Louga,Sorgho,160.0,1
2007-04-01,Matam,Matam,Maïs importé,175.0,1
2007-04-01,Matam,Matam,Maïs local,171.25,3
2007-04-01,Matam,Matam,Mil,181.0,4
2007-04-01,Matam,Matam,Riz importé (brisé),255.165,4
2007-04-01,Matam,Matam,Riz local,180.0,2
2007-04-01,Matam,Matam,Sorgho,189.5,4
2007-04-01,Saint Louis,Saint-Louis,Maïs importé,156.67,3
2007-04-01,Saint Louis,Saint-Louis,Maïs local,168.75,4
2007-04-01,Saint Louis,Saint-Louis,Mil,178.33499999999998,4
2007-04-01,Saint Louis,Saint-Louis,Riz importé (brisé),251.25,4
2007-04-01,Saint Louis,Saint-Louis,Riz local,226.25,4
2007-04-01,Saint Louis,Saint-Louis,Sorgho,172.5,4
2007-04-01,Sedhiou,Sédhiou,Maïs local,170.0,1
2007-04-01,Sedhiou,Sédhiou,Mil,200.0,1
2007-04-01,Sedhiou,Sédhiou,Riz importé (brisé),250.0,1
2007-04-01,Sedhiou,Sédhiou,Sorgho,200.0,1
2007-04-01,Tambacounda,Tambacounda,Maïs local,135.0,3
2007-04-01,Tambacounda,Tambacounda,Mil,130.0,3
2007-04-01,Tambacounda,Tambacounda,Riz importé (brisé),250.0,1
2007-04-01,Tambacounda,Tambacounda,Sorgho,131.67,3
2007-04-01,Thies,Thiès,Maïs importé,147.5,4
2007-04-01,Thies,Thiès,Maïs local,165.0,1
2007-04-01,Thies,Thiès,Mil,155.0,4
2007-04-01,Thies,Thiès,Riz importé (brisé),225.0,4
2007-04-01,Thies,Thiès,Riz local,220.0,1
2007-04-01,Ziguinchor,Ziguinchor,Maïs local,206.875,2
2007-04-01,Ziguinchor,Ziguinchor,Mil,176.25,3
2007-04-01,Ziguinchor,Ziguinchor,Riz importé (brisé),260.0,3
2007-04-01,Ziguinchor,Ziguinchor,Sorgho,175.625,2
2007-05-01,Dakar,Dakar,Maïs importé,200.0,4
2007-05-01,Dakar,Dakar,Maïs local,187.5,2
2007-05-01,Dakar,Dakar,Mil,200.0,5
2007-05-01,Dakar,Dakar,Riz importé (brisé),250.0,5
2007-05-01,Dakar,Dakar,Sorgho,195.0,4
2007-05-01,Diourbel,Diourbel,Maïs importé,150.0,4
2007-05-01,Diourbel,Diourbel,Mil,160.0,4
2007-05-01,Diourbel,Diourbel,Riz importé (brisé),200.0,4
2007-05-01,Diourbel,Diourbel,Sorgho,125.0,3
2007-05-01,Fatick,Fatick,Maïs importé,175.0,3
2007-05-01,Fatick,Fatick,Maïs local,165.0,2
2007-05-01,Fatick,Fatick,Mil,145.0,5
2007-05-01,Fatick,Fatick,Riz importé (brisé),242.5,4
2007-05-01,Fatick,Fatick,Sorgho,157.5,4
2007-05-01,Kaffrine,Kaffrine,Maïs local,143.75,2
2007-05-01,Kaffrine,Kaffrine,Mil,140.0,3
2007-05-01,Kaffrine,Kaffrine,Riz importé (brisé),268.75,2
2007-05-01,Kaffrine,Kaffrine,Sorgho,155.0,3
2007-05-01,Kaolack,Kaolack,Maïs local,150.0,3
2007-05-01,Kaolack,Kaolack,Mil,145.0,3
2007-05-01,Kaolack,Kaolack,Riz importé (brisé),262.5,2
2007-05-01,Kaolack,Kaolack,Sorgho,170.0,3
2007-05-01,Kedougou,Kédougou,Maïs local,200.0,1
2007-05-01,Kedougou,Kédougou,Mil,250.0,1
2007-05-01,Kedougou,Kédougou,Riz importé (brisé),245.0,1
2007-05-01,Kedougou,Kédougou,Sorgho,225.0,1
2007-05-01,Kolda,Kolda,Maïs local,166.67,3
2007-05-01,Kolda,Kolda,Mil,175.0,3
2007-05-01,Kolda,Kolda,Riz importé (brisé),266.67,3
2007-05-01,Kolda,Kolda,Sorgho,200.0,3
2007-05-01,Louga,Louga,Maïs importé,148.715,4
2007-05-01,Louga,Louga,Maïs local,167.5,2
2007-05-01,Louga,Louga,Mil,170.0,4
2007-05-01,Louga,Louga,Riz importé (brisé),225.0,4
2007-05-01,Louga,Louga,Riz local,217.5,2
2007-05-01,Louga,Louga,Sorgho,175.0,4
2007-05-01,Matam,Matam,Maïs importé,194.44,1
2007-05-01,Matam,Matam,Maïs local,167.78,3
2007-05-01,Matam,Matam,Mil,196.0,4
2007-05-01,Matam,Matam,Riz importé (brisé),251.0,4
2007-05-01,Matam,Matam,Riz local,177.14,1
2007-05-01,Matam,Matam,Sorgho,193.72,4
2007-05-01,Saint Louis,Saint-Louis,Maïs importé,150.0,4
2007-05-01,Saint Louis,Saint-Louis,Maïs local,170.0,4
2007-05-01,Saint Louis,Saint-Louis,Mil,178.75,4
2007-05-01,Saint Louis,Saint-Louis,Riz importé (brisé),250.0,4
2007-05-01,Saint Louis,Saint-Louis,Riz local,230.0,4
2007-05-01,Saint Louis,Saint-Louis,Sorgho,170.0,4
2007-05-01,Sedhiou,Sédhiou,Maïs local,160.0,1
2007-05-01,Sedhiou,Sédhiou,Mil,193.33,1
2007-05-01,Sedhiou,Sédhiou,Riz importé (brisé),250.0,1
2007-05-01,Sedhiou,Sédhiou,Sorgho,200.0,1
2007-05-01,Tambacounda,Tambacounda,Maïs local,155.715,4
2007-05-01,Tambacounda,Tambacounda,Mil,155.0,4
2007-05-01,Tambacounda,Tambacounda,Riz importé (brisé),237.5,2
2007-05-01,Tambacounda,Tambacounda,Sorgho,155.0,4
2007-05-01,Thies,Thiès,Maïs importé,150.0,4
2007-05-01,Thies,Thiès,Maïs local,165.0,1
2007-05-01,Thies,Thiès,Mil,155.35500000000002,4
2007-05-01,Thies,Thiès,Riz importé (brisé),225.0,4
2007-05-01,Thies,Thiès,Riz local,222.86,1
2007-05-01,Thies,Thiès,Sorgho,160.0,1
2007-05-01,Ziguinchor,Ziguinchor,Maïs local,201.15,2
2007-05-01,Ziguinchor,Ziguinchor,Mil,178.33,3
2007-05-01,Ziguinchor,Ziguinchor,Riz importé (brisé),262.78,3
2007-05-01,Ziguinchor,Ziguinchor,Sorgho,181.11,2
2007-06-01,Dakar,Dakar,Maïs importé,200.0,4
2007-06-01,Dakar,Dakar,Maïs local,200.0,1
2007-06-01,Dakar,Dakar,Mil,186.0,5
2007-06-01,Dakar,Dakar,Riz importé (brisé),250.0,5
2007-06-01,Dakar,Dakar,Sorgho,175.0,5
2007-06-01,Diourbel,Diourbel,Maïs importé,150.0,4
2007-06-01,Diourbel,Diourbel,Mil,159.0,3
2007-06-01,Diourbel,Diourbel,Riz importé (brisé),200.0,4
2007-06-01,Diourbel,Diourbel,Sorgho,135.0,3
2007-06-01,Fatick,Fatick,Maïs importé,175.0,4
2007-06-01,Fatick,Fatick,Maïs local,173.75,2
2007-06-01,Fatick,Fatick,Mil,150.75,6
2007-06-01,Fatick,Fatick,Riz importé (brisé),228.75,4
2007-06-01,Fatick,Fatick,Sorgho,160.0,5
2007-06-01,Kaffrine,Kaffrine,Maïs local,148.75,2
2007-06-01,Kaffrine,Kaffrine,Mil,138.75,2
2007-06-01,Kaffrine,Kaffrine,Riz importé (brisé),268.75,2
2007-06-01,Kaffrine,Kaffrine,Sorgho,151.25,2
2007-06-01,Kaolack,Kaolack,Maïs local,161.25,3
2007-06-01,Kaolack,Kaolack,Mil,144.0,3
2007-06-01,Kaolack,Kaolack,Riz importé (brisé),255.0,3
2007-06-01,Kaolack,Kaolack,Sorgho,163.33,3
2007-06-01,Kolda,Kolda,Maïs local,150.0,3
2007-06-01,Kolda,Kolda,Mil,168.75,3
2007-06-01,Kolda,Kolda,Riz importé (brisé),250.0,3
2007-06-01,Kolda,Kolda,Sorgho,175.0,3
2007-06-01,Louga,Louga,Maïs importé,156.25,4
2007-06-01,Louga,Louga,Maïs local,170.0,3
2007-06-01,Louga,Louga,Mil,169.375,4
2007-06-01,Louga,Louga,Riz importé (brisé),225.0,4
2007-06-01,Louga,Louga,Sorgho,162.5,3
2007-06-01,Matam,Matam,Maïs importé,200.0,1
2007-06-01,Matam,Matam,Maïs local,165.0,4
2007-06-01,Matam,Matam,Mil,183.0,5
2007-06-01,Matam,Matam,Riz importé (brisé),250.0,5
2007-06-01,Matam,Matam,Riz local,200.0,1
2007-06-01,Matam,Matam,Sorgho,190.0,5
2007-06-01,Saint Louis,Saint-Louis,Maïs importé,151.25,4
2007-06-01,Saint Louis,Saint-Louis,Maïs local,182.5,4
2007-06-01,Saint Louis,Saint-Louis,Mil,200.0,5
2007-06-01,Saint Louis,Saint-Louis,Riz importé (brisé),250.0,5
2007-06-01,Saint Louis,Saint-Louis,Riz local,232.25,4
2007-06-01,Saint Louis,Saint-Louis,Sorgho,190.0,5
2007-06-01,Sedhiou,Sédhiou,Maïs local,150.0,1
2007-06-01,Sedhiou,Sédhiou,Mil,162.5,1
2007-06-01,Sedhiou,Sédhiou,Riz importé (brisé),241.67,1
2007-06-01,Tambacounda,Tambacounda,Maïs local,155.0,4
2007-06-01,Tambacounda,Tambacounda,Mil,154.375,4
2007-06-01,Tambacounda,Tambacounda,Riz importé (brisé),251.25,2
2007-06-01,Tambacounda,Tambacounda,Sorgho,140.0,3
2007-06-01,Thies,Thiès,Maïs importé,150.0,4
2007-06-01,Thies,Thiès,Maïs local,172.5,1
2007-06-01,Thies,Thiès,Mil,169.25,4
2007-06-01,Thies,Thiès,Riz importé (brisé),225.0,4
2007-06-01,Thies,Thiès,Riz local,221.25,1
2007-06-01,Thies,Thiès,Sorgho,170.0,1
2007-06-01,Ziguinchor,Ziguinchor,Maïs local,198.33,3
2007-06-01,Ziguinchor,Ziguinchor,Mil,185.0,4
2007-06-01,Ziguinchor,Ziguinchor,Riz importé (brisé),262.5,4
2007-06-01,Ziguinchor,Ziguinchor,Sorgho,205.0,3
2007-07-01,Dakar,Dakar,Maïs importé,193.75,4
2007-07-01,Dakar,Dakar,Mil,198.5,4
2007-07-01,Dakar,Dakar,Riz importé (brisé),231.0,5
2007-07-01,Dakar,Dakar,Sorgho,200.0,2
2007-07-01,Diourbel,Diourbel,Maïs importé,150.0,4
2007-07-01,Diourbel,Diourbel,Mil,167.5,4
2007-07-01,Diourbel,Diourbel,Riz importé (brisé),200.0,4
2007-07-01,Diourbel,Diourbel,Sorgho,145.0,3
2007-07-01,Fatick,Fatick,Maïs importé,161.875,2
2007-07-01,Fatick,Fatick,Maïs local,160.0,3
2007-07-01,Fatick,Fatick,Mil,174.0,6
2007-07-01,Fatick,Fatick,Riz importé (brisé),221.75,4
2007-07-01,Fatick,Fatick,Sorgho,181.25,4
2007-07-01,Kaffrine,Kaffrine,Maïs local,160.0,3
2007-07-01,Kaffrine,Kaffrine,Mil,145.0,3
2007-07-01,Kaffrine,Kaffrine,Riz importé (brisé),250.0,3
2007-07-01,Kaffrine,Kaffrine,Sorgho,160.0,3
2007-07-01,Kaolack,Kaolack,Maïs local,162.0,3
2007-07-01,Kaolack,Kaolack,Mil,158.75,3
2007-07-01,Kaolack,Kaolack,Riz importé (brisé),241.875,2
2007-07-01,Kaolack,Kaolack,Sorgho,174.5,2
2007-07-01,Kedougou,Kédougou,Maïs local,190.0,1
2007-07-01,Kedougou,Kédougou,Mil,250.0,1
2007-07-01,Kedougou,Kédougou,Riz importé (brisé),250.0,1
2007-07-01,Kedougou,Kédougou,Sorgho,150.0,1
2007-07-01,Kolda,Kolda,Maïs local,179.375,2
2007-07-01,Kolda,Kolda,Mil,180.0,3
2007-07-01,Kolda,Kolda,Riz importé (brisé),250.0,3
2007-07-01,Kolda,Kolda,Sorgho,200.0,2
2007-07-01,Louga,Louga,Maïs importé,153.75,4
2007-07-01,Louga,Louga,Maïs local,170.0,3
2007-07-01,Louga,Louga,Mil,182.91500000000002,4
2007-07-01,Louga,Louga,Riz importé (brisé),227.5,4
2007-07-01,Louga,Louga,Riz local,221.67,1
2007-07-01,Louga,Louga,Sorgho,183.33,3
2007-07-01,Matam,Matam,Maïs importé,200.0,1
2007-07-01,Matam,Matam,Maïs local,172.5,4
2007-07-01,Matam,Matam,Mil,182.0,5
2007-07-01,Matam,Matam,Riz importé (brisé),250.0,5
2007-07-01,Matam,Matam,Riz local,275.0,3
2007-07-01,Matam,Matam,Sorgho,192.0,5
2007-07-01,Saint Louis,Saint-Louis,Maïs importé,158.125,4
2007-07-01,Saint Louis,Saint-Louis,Maïs local,190.0,4
2007-07-01,Saint Louis,Saint-Louis,Mil,200.0,5
2007-07-01,Saint Louis,Saint-Louis,Riz importé (brisé),275.0,5
2007-07-01,Saint Louis,Saint-Louis,Riz local,230.0,4
2007-07-01,Saint Louis,Saint-Louis,Sorgho,200.0,5
2007-07-01,Sedhiou,Sédhiou,Maïs local,175.0,1
2007-07-01,Sedhiou,Sédhiou,Mil,200.0,1
2007-07-01,Sedhiou,Sédhiou,Riz importé (brisé),250.0,1
2007-07-01,Tambacounda,Tambacounda,Maïs local,161.25,4
2007-07-01,Tambacounda,Tambacounda,Mil,165.83499999999998,4
2007-07-01,Tambacounda,Tambacounda,Riz importé (brisé),245.83499999999998,2
2007-07-01,Tambacounda,Tambacounda,Sorgho,161.25,4
2007-07-01,Thies,Thiès,Maïs importé,150.0,4
2007-07-01,Thies,Thiès,Maïs local,168.75,1
2007-07-01,Thies,Thiès,Mil,174.5,4
2007-07-01,Thies,Thiès,Riz importé (brisé),222.75,4
2007-07-01,Thies,Thiès,Riz local,220.0,1
2007-07-01,Thies,Thiès,Sorgho,170.0,1
2007-07-01,Ziguinchor,Ziguinchor,Maïs local,202.5,4
2007-07-01,Ziguinchor,Ziguinchor,Mil,193.75,4
2007-07-01,Ziguinchor,Ziguinchor,Riz importé (brisé),252.5,4
2007-07-01,Ziguinchor,Ziguinchor,Sorgho,200.0,3
2007-08-01,Dakar,Dakar,Maïs importé,200.0,4
2007-08-01,Dakar,Dakar,Mil,221.5,4
2007-08-01,Dakar,Dakar,Riz importé (brisé),220.0,5
2007-08-01,Dakar,Dakar,Sorgho,204.0,1
2007-08-01,Diourbel,Diourbel,Maïs importé,150.0,4
2007-08-01,Diourbel,Diourbel,Mil,197.0,3
2007-08-01,Diourbel,Diourbel,Riz importé (brisé),200.0,4
2007-08-01,Fatick,Fatick,Maïs importé,175.0,5
2007-08-01,Fatick,Fatick,Mil,195.41500000000002,6
2007-08-01,Fatick,Fatick,Riz importé (brisé),214.58499999999998,4
2007-08-01,Fatick,Fatick,Sorgho,200.0,5
