date,region,region_fr,commodity_fr,prix_median,nb_marches
2011-08-01,Dakar,Dakar,Maïs importé,225.0,3
2011-08-01,Dakar,Dakar,Mil,222.5,4
2011-08-01,Dakar,Dakar,Riz importé (brisé),320.0,4
2011-08-01,Dakar,Dakar,Sorgho,225.0,1
2011-08-01,Diourbel,Diourbel,Maïs importé,210.83499999999998,4
2011-08-01,Diourbel,Diourbel,Maïs local,200.0,4
2011-08-01,Diourbel,Diourbel,Mil,173.33,3
2011-08-01,Diourbel,Diourbel,Riz importé (brisé),300.0,4
2011-08-01,Diourbel,Diourbel,Sorgho,180.41500000000002,2
2011-08-01,Fatick,Fatick,Maïs importé,191.67,1
2011-08-01,Fatick,Fatick,Maïs local,186.25,6
2011-08-01,Fatick,Fatick,Mil,186.25,6
2011-08-01,Fatick,Fatick,Riz importé (brisé),350.0,6
2011-08-01,Fatick,Fatick,Sorgho,197.5,5
2011-08-01,Kaffrine,Kaffrine,Maïs importé,181.25,4
2011-08-01,Kaffrine,Kaffrine,Maïs local,170.0,4
2011-08-01,Kaffrine,Kaffrine,Mil,172.5,3
2011-08-01,Kaffrine,Kaffrine,Riz importé (brisé),300.0,4
2011-08-01,Kaffrine,Kaffrine,Sorgho,155.0,4
2011-08-01,Kaolack,Kaolack,Maïs importé,187.5,1
2011-08-01,Kaolack,Kaolack,Maïs local,208.125,4
2011-08-01,Kaolack,Kaolack,Mil,173.75,4
2011-08-01,Kaolack,Kaolack,Riz importé (brisé),300.0,3
2011-08-01,Kaolack,Kaolack,Sorgho,195.0,3
2011-08-01,Kedougou,Kédougou,Maïs local,212.5,1
2011-08-01,Kedougou,Kédougou,Mil,250.0,1
2011-08-01,Kedougou,Kédougou,Riz importé (brisé),267.5,1
2011-08-01,Kedougou,Kédougou,Sorgho,218.75,1
2011-08-01,Kolda,Kolda,Maïs local,220.0,3
2011-08-01,Kolda,Kolda,Mil,200.0,3
2011-08-01,Kolda,Kolda,Riz importé (brisé),296.67,3
2011-08-01,Kolda,Kolda,Sorgho,217.5,2
2011-08-01,Louga,Louga,Maïs importé,225.0,4
2011-08-01,Louga,Louga,Mil,206.66500000000002,4
2011-08-01,Louga,Louga,Riz importé (brisé),300.0,4
2011-08-01,Louga,Louga,Sorgho,217.5,2
2011-08-01,Matam,Matam,Maïs importé,200.0,3
2011-08-01,Matam,Matam,Maïs local,200.0,3
2011-08-01,Matam,Matam,Mil,223.5,4
2011-08-01,Matam,Matam,Riz importé (brisé),300.0,4
2011-08-01,Matam,Matam,Sorgho,210.5,4
2011-08-01,Saint Louis,Saint-Louis,Maïs importé,200.0,2
2011-08-01,Saint Louis,Saint-Louis,Maïs local,250.0,2
2011-08-01,Saint Louis,Saint-Louis,Mil,250.0,2
2011-08-01,Saint Louis,Saint-Louis,Riz importé (brisé),300.0,2
2011-08-01,Saint Louis,Saint-Louis,Sorgho,250.0,2
2011-08-01,Sedhiou,Sédhiou,Maïs local,200.0,1
2011-08-01,Sedhiou,Sédhiou,Mil,225.0,1
2011-08-01,Sedhiou,Sédhiou,Riz importé (brisé),298.33,1
2011-08-01,Tambacounda,Tambacounda,Maïs importé,160.0,2
2011-08-01,Tambacounda,Tambacounda,Maïs local,165.0,3
2011-08-01,Tambacounda,Tambacounda,Mil,163.75,3
2011-08-01,Tambacounda,Tambacounda,Riz importé (brisé),275.0,1
2011-08-01,Tambacounda,Tambacounda,Sorgho,162.70999999999998,2
2011-08-01,Thies,Thiès,Maïs local,225.0,1
2011-08-01,Thies,Thiès,Mil,180.0,3
2011-08-01,Thies,Thiès,Riz importé (brisé),290.0,4
2011-08-01,Thies,Thiès,Sorgho,200.0,1
2011-08-01,Ziguinchor,Ziguinchor,Maïs local,250.0,2
2011-08-01,Ziguinchor,Ziguinchor,Mil,213.0,3
2011-08-01,Ziguinchor,Ziguinchor,Riz importé (brisé),300.0,3
2011-08-01,Ziguinchor,Ziguinchor,Sorgho,250.0,2
2011-09-01,Dakar,Dakar,Maïs importé,212.5,4
2011-09-01,Dakar,Dakar,Mil,220.0,5
2011-09-01,Dakar,Dakar,Riz importé (brisé),315.0,5
2011-09-01,Dakar,Dakar,Sorgho,225.0,1
2011-09-01,Diourbel,Diourbel,Maïs importé,200.0,3
2011-09-01,Diourbel,Diourbel,Maïs local,187.5,2
2011-09-01,Diourbel,Diourbel,Mil,175.0,3
2011-09-01,Diourbel,Diourbel,Riz importé (brisé),300.0,4
2011-09-01,Diourbel,Diourbel,Sorgho,175.0,2
2011-09-01,Fatick,Fatick,Maïs local,188.75,6
2011-09-01,Fatick,Fatick,Mil,182.5,6
2011-09-01,Fatick,Fatick,Riz importé (brisé),300.0,5
2011-09-01,Fatick,Fatick,Sorgho,185.0,6
2011-09-01,Kaffrine,Kaffrine,Maïs local,175.0,5
2011-09-01,Kaffrine,Kaffrine,Mil,175.0,4
2011-09-01,Kaffrine,Kaffrine,Riz importé (brisé),300.0,5
2011-09-01,Kaffrine,Kaffrine,Sorgho,185.0,5
2011-09-01,Kaolack,Kaolack,Maïs local,205.83,4
2011-09-01,Kaolack,Kaolack,Mil,174.16500000000002,4
2011-09-01,Kaolack,Kaolack,Riz importé (brisé),300.0,3
2011-09-01,Kaolack,Kaolack,Sorgho,225.0,1
2011-09-01,Kedougou,Kédougou,Maïs local,200.0,1
2011-09-01,Kedougou,Kédougou,Mil,250.0,1
2011-09-01,Kedougou,Kédougou,Riz importé (brisé),260.0,1
2011-09-01,Kedougou,Kédougou,Sorgho,225.0,1
2011-09-01,Kolda,Kolda,Maïs importé,240.0,1
2011-09-01,Kolda,Kolda,Maïs local,225.0,3
2011-09-01,Kolda,Kolda,Mil,216.67,3
2011-09-01,Kolda,Kolda,Riz importé (brisé),313.33,3
2011-09-01,Kolda,Kolda,Sorgho,235.0,2
2011-09-01,Louga,Louga,Maïs importé,225.0,2
2011-09-01,Louga,Louga,Mil,212.5,2
2011-09-01,Louga,Louga,Riz importé (brisé),300.0,2
2011-09-01,Louga,Louga,Sorgho,220.0,1
2011-09-01,Matam,Matam,Maïs importé,250.0,2
2011-09-01,Matam,Matam,Maïs local,250.0,2
2011-09-01,Matam,Matam,Mil,242.0,3
2011-09-01,Matam,Matam,Riz importé (brisé),325.0,3
2011-09-01,Matam,Matam,Sorgho,242.0,3
2011-09-01,Saint Louis,Saint-Louis,Maïs importé,216.67,2
2011-09-01,Saint Louis,Saint-Louis,Maïs local,241.67,2
2011-09-01,Saint Louis,Saint-Louis,Mil,241.67,2
2011-09-01,Saint Louis,Saint-Louis,Riz importé (brisé),308.33,2
2011-09-01,Saint Louis,Saint-Louis,Sorgho,250.0,2
2011-09-01,Sedhiou,Sédhiou,Maïs local,233.33,1
2011-09-01,Sedhiou,Sédhiou,Mil,225.0,1
2011-09-01,Sedhiou,Sédhiou,Riz importé (brisé),310.0,1
2011-09-01,Tambacounda,Tambacounda,Maïs local,215.83499999999998,4
2011-09-01,Tambacounda,Tambacounda,Mil,207.5,4
2011-09-01,Tambacounda,Tambacounda,Riz importé (brisé),275.0,2
2011-09-01,Tambacounda,Tambacounda,Sorgho,205.0,3
2011-09-01,Thies,Thiès,Maïs local,226.67,1
2011-09-01,Thies,Thiès,Mil,195.0,2
2011-09-01,Thies,Thiès,Riz importé (brisé),296.66499999999996,4
2011-09-01,Thies,Thiès,Sorgho,233.33,1
2011-09-01,Ziguinchor,Ziguinchor,Maïs local,250.0,2
2011-09-01,Ziguinchor,Ziguinchor,Mil,250.0,3
2011-09-01,Ziguinchor,Ziguinchor,Riz importé (brisé),300.0,3
2011-09-01,Ziguinchor,Ziguinchor,Sorgho,262.5,2
2011-10-01,Dakar,Dakar,Maïs importé,212.5,4
2011-10-01,Dakar,Dakar,Mil,221.0,5
2011-10-01,Dakar,Dakar,Riz importé (brisé),320.0,4
2011-10-01,Dakar,Dakar,Riz local,300.0,1
2011-10-01,Dakar,Dakar,Sorgho,225.0,1
2011-10-01,Dakar,Dakar,Sorgho importé,225.0,4
2011-10-01,Diourbel,Diourbel,Maïs importé,218.75,4
2011-10-01,Diourbel,Diourbel,Maïs local,195.0,2
2011-10-01,Diourbel,Diourbel,Mil,200.0,3
2011-10-01,Diourbel,Diourbel,Riz importé (brisé),300.0,4
2011-10-01,Diourbel,Diourbel,Riz local,263.75,2
2011-10-01,Diourbel,Diourbel,Sorgho,197.5,2
2011-10-01,Diourbel,Diourbel,Sorgho importé,212.5,4
2011-10-01,Fatick,Fatick,Maïs local,210.0,6
2011-10-01,Fatick,Fatick,Mil,175.0,6
2011-10-01,Fatick,Fatick,Riz importé (brisé),300.0,5
2011-10-01,Fatick,Fatick,Riz local,275.0,1
2011-10-01,Fatick,Fatick,Sorgho,250.0,3
2011-10-01,Fatick,Fatick,Sorgho importé,200.0,1
2011-10-01,Kaffrine,Kaffrine,Maïs local,211.67,5
2011-10-01,Kaffrine,Kaffrine,Mil,180.0,5
2011-10-01,Kaffrine,Kaffrine,Riz importé (brisé),300.0,5
2011-10-01,Kaffrine,Kaffrine,Riz local,275.0,4
2011-10-01,Kaffrine,Kaffrine,Sorgho,195.0,5
2011-10-01,Kaolack,Kaolack,Maïs local,188.5,4
2011-10-01,Kaolack,Kaolack,Mil,172.5,2
2011-10-01,Kaolack,Kaolack,Riz importé (brisé),306.25,3
2011-10-01,Kaolack,Kaolack,Sorgho,155.0,1
2011-10-01,Kedougou,Kédougou,Maïs local,225.0,1
2011-10-01,Kedougou,Kédougou,Mil,293.75,1
2011-10-01,Kedougou,Kédougou,Riz importé (brisé),300.0,1
2011-10-01,Kedougou,Kédougou,Riz local,260.0,1
2011-10-01,Kedougou,Kédougou,Sorgho,250.0,1
2011-10-01,Kolda,Kolda,Maïs importé,295.0,1
2011-10-01,Kolda,Kolda,Maïs local,212.5,3
2011-10-01,Kolda,Kolda,Mil,212.5,3
2011-10-01,Kolda,Kolda,Riz importé (brisé),315.0,3
2011-10-01,Kolda,Kolda,Sorgho,212.5,1
2011-10-01,Louga,Louga,Maïs importé,225.0,3
2011-10-01,Louga,Louga,Maïs local,225.0,1
2011-10-01,Louga,Louga,Mil,215.0,3
2011-10-01,Louga,Louga,Riz importé (brisé),300.0,3
2011-10-01,Louga,Louga,Riz local,290.0,3
2011-10-01,Louga,Louga,Sorgho,219.16500000000002,2
2011-10-01,Matam,Matam,Maïs importé,250.0,2
2011-10-01,Matam,Matam,Maïs local,250.0,2
2011-10-01,Matam,Matam,Mil,250.0,3
2011-10-01,Matam,Matam,Riz importé (brisé),308.33,3
2011-10-01,Matam,Matam,Riz local,250.0,2
2011-10-01,Matam,Matam,Sorgho,250.0,3
2011-10-01,Saint Louis,Saint-Louis,Maïs importé,232.29000000000002,2
2011-10-01,Saint Louis,Saint-Louis,Maïs local,240.625,2
2011-10-01,Saint Louis,Saint-Louis,Mil,240.625,2
2011-10-01,Saint Louis,Saint-Louis,Riz importé (brisé),315.0,2
2011-10-01,Saint Louis,Saint-Louis,Riz local,274.375,2
2011-10-01,Saint Louis,Saint-Louis,Sorgho,250.0,1
2011-10-01,Saint Louis,Saint-Louis,Sorgho importé,221.875,2
2011-10-01,Sedhiou,Sédhiou,Maïs local,225.0,1
2011-10-01,Sedhiou,Sédhiou,Mil,222.5,1
2011-10-01,Sedhiou,Sédhiou,Riz importé (brisé),315.0,1
2011-10-01,Sedhiou,Sédhiou,Sorgho,220.0,1
2011-10-01,Tambacounda,Tambacounda,Maïs local,213.75,3
2011-10-01,Tambacounda,Tambacounda,Mil,195.0,3
2011-10-01,Tambacounda,Tambacounda,Riz importé (brisé),275.0,1
2011-10-01,Tambacounda,Tambacounda,Riz local,270.0,2
2011-10-01,Tambacounda,Tambacounda,Sorgho,210.0,2
2011-10-01,Thies,Thiès,Maïs importé,225.0,1
2011-10-01,Thies,Thiès,Maïs local,200.0,1
2011-10-01,Thies,Thiès,Mil,205.0,3
2011-10-01,Thies,Thiès,Riz importé (brisé),295.0,4
2011-10-01,Thies,Thiès,Riz local,276.67,3
2011-10-01,Thies,Thiès,Sorgho,225.0,1
2011-10-01,Thies,Thiès,Sorgho importé,207.5,1
2011-10-01,Ziguinchor,Ziguinchor,Maïs local,300.0,2
2011-10-01,Ziguinchor,Ziguinchor,Mil,250.0,4
2011-10-01,Ziguinchor,Ziguinchor,Riz importé (brisé),300.0,4
2011-10-01,Ziguinchor,Ziguinchor,Sorgho,262.5,2
2011-11-01,Dakar,Dakar,Mil,221.0,1
2011-11-01,Dakar,Dakar,Riz importé (brisé),346.0,1
2011-11-01,Dakar,Dakar,Sorgho,225.0,1
2011-11-01,Diourbel,Diourbel,Maïs importé,200.0,4
2011-11-01,Diourbel,Diourbel,Maïs local,175.0,3
2011-11-01,Diourbel,Diourbel,Mil,172.5,4
2011-11-01,Diourbel,Diourbel,Riz importé (brisé),300.0,4
2011-11-01,Diourbel,Diourbel,Riz local,250.0,2
2011-11-01,Diourbel,Diourbel,Sorgho,150.0,2
2011-11-01,Diourbel,Diourbel,Sorgho importé,175.0,3
2011-11-01,Fatick,Fatick,Maïs importé,200.0,1
2011-11-01,Fatick,Fatick,Maïs local,200.0,5
2011-11-01,Fatick,Fatick,Mil,175.0,5
2011-11-01,Fatick,Fatick,Riz importé (brisé),300.0,5
2011-11-01,Fatick,Fatick,Riz local,275.0,1
2011-11-01,Fatick,Fatick,Sorgho,187.5,1
2011-11-01,Fatick,Fatick,Sorgho importé,200.0,1
2011-11-01,Kaffrine,Kaffrine,Maïs importé,200.0,1
2011-11-01,Kaffrine,Kaffrine,Maïs local,200.0,5
2011-11-01,Kaffrine,Kaffrine,Mil,175.0,5
2011-11-01,Kaffrine,Kaffrine,Riz importé (brisé),300.0,5
2011-11-01,Kaffrine,Kaffrine,Riz local,275.0,4
2011-11-01,Kaffrine,Kaffrine,Sorgho,175.0,5
2011-11-01,Kaolack,Kaolack,Maïs local,188.75,4
2011-11-01,Kaolack,Kaolack,Mil,190.0,3
2011-11-01,Kaolack,Kaolack,Riz importé (brisé),312.5,4
2011-11-01,Kedougou,Kédougou,Maïs local,200.0,1
2011-11-01,Kedougou,Kédougou,Mil,225.0,1
2011-11-01,Kedougou,Kédougou,Riz importé (brisé),300.0,1
2011-11-01,Kedougou,Kédougou,Sorgho,200.0,1
2011-11-01,Kolda,Kolda,Maïs importé,295.0,1
2011-11-01,Kolda,Kolda,Maïs local,190.0,3
2011-11-01,Kolda,Kolda,Mil,193.33,3
2011-11-01,Kolda,Kolda,Riz importé (brisé),322.5,3
2011-11-01,Kolda,Kolda,Sorgho,195.83499999999998,2
2011-11-01,Louga,Louga,Maïs importé,275.0,1
2011-11-01,Louga,Louga,Maïs local,228.33499999999998,4
2011-11-01,Louga,Louga,Mil,210.0,4
2011-11-01,Louga,Louga,Riz importé (brisé),320.0,4
2011-11-01,Louga,Louga,Riz local,290.0,4
2011-11-01,Louga,Louga,Sorgho,220.0,3
2011-11-01,Matam,Matam,Mil,250.0,1
2011-11-01,Matam,Matam,Riz importé (brisé),346.0,1
2011-11-01,Matam,Matam,Sorgho,250.0,1
2011-11-01,Saint Louis,Saint-Louis,Maïs importé,225.0,1
2011-11-01,Saint Louis,Saint-Louis,Maïs local,250.0,3
2011-11-01,Saint Louis,Saint-Louis,Mil,250.0,4
2011-11-01,Saint Louis,Saint-Louis,Riz importé (brisé),350.0,4
2011-11-01,Saint Louis,Saint-Louis,Riz local,300.0,3
2011-11-01,Saint Louis,Saint-Louis,Sorgho,225.0,3
2011-11-01,Saint Louis,Saint-Louis,Sorgho importé,200.0,2
2011-11-01,Sedhiou,Sédhiou,Maïs local,241.67,1
2011-11-01,Sedhiou,Sédhiou,Mil,223.75,1
2011-11-01,Sedhiou,Sédhiou,Riz importé (brisé),322.5,1
2011-11-01,Sedhiou,Sédhiou,Sorgho,200.0,1
2011-11-01,Tambacounda,Tambacounda,Maïs importé,200.0,1
2011-11-01,Tambacounda,Tambacounda,Maïs local,172.5,4
2011-11-01,Tambacounda,Tambacounda,Mil,181.66500000000002,4
2011-11-01,Tambacounda,Tambacounda,Riz importé (brisé),287.5,2
2011-11-01,Tambacounda,Tambacounda,Riz local,260.0,3
2011-11-01,Tambacounda,Tambacounda,Sorgho,180.83499999999998,4
2011-11-01,Thies,Thiès,Maïs importé,212.5,2
2011-11-01,Thies,Thiès,Maïs local,212.5,1
2011-11-01,Thies,Thiès,Mil,198.75,2
2011-11-01,Thies,Thiès,Riz importé (brisé),300.0,4
2011-11-01,Thies,Thiès,Riz local,285.0,2
2011-11-01,Thies,Thiès,Sorgho,225.0,1
2011-11-01,Thies,Thiès,Sorgho importé,212.5,1
2011-11-01,Ziguinchor,Ziguinchor,Mil,246.0,1
2011-11-01,Ziguinchor,Ziguinchor,Riz importé (brisé),325.0,1
2011-12-01,Dakar,Dakar,Maïs importé,225.0,4
2011-12-01,Dakar,Dakar,Mil,256.25,4
2011-12-01,Dakar,Dakar,Riz importé (brisé),325.0,4
2011-12-01,Dakar,Dakar,Riz local,287.5,1
2011-12-01,Diourbel,Diourbel,Maïs importé,187.5,5
2011-12-01,Diourbel,Diourbel,Maïs local,172.5,3
2011-12-01,Diourbel,Diourbel,Mil,177.5,5
2011-12-01,Diourbel,Diourbel,Riz importé (brisé),300.0,5
2011-12-01,Diourbel,Diourbel,Riz local,262.5,2
2011-12-01,Diourbel,Diourbel,Sorgho,171.25,2
2011-12-01,Fatick,Fatick,Maïs importé,200.0,6
2011-12-01,Fatick,Fatick,Maïs local,200.0,5
2011-12-01,Fatick,Fatick,Mil,175.0,6
2011-12-01,Fatick,Fatick,Riz importé (brisé),300.0,5
2011-12-01,Fatick,Fatick,Riz local,275.0,1
2011-12-01,Fatick,Fatick,Sorgho,176.67,5
2011-12-01,Kaffrine,Kaffrine,Maïs local,185.0,5
2011-12-01,Kaffrine,Kaffrine,Mil,183.75,4
2011-12-01,Kaffrine,Kaffrine,Riz importé (brisé),307.5,5
2011-12-01,Kaffrine,Kaffrine,Riz local,277.5,5
2011-12-01,Kaffrine,Kaffrine,Sorgho,181.25,5
2011-12-01,Kaolack,Kaolack,Maïs local,180.0,4
2011-12-01,Kaolack,Kaolack,Mil,185.0,3
2011-12-01,Kaolack,Kaolack,Riz importé (brisé),316.25,3
2011-12-01,Kaolack,Kaolack,Sorgho,183.33499999999998,2
2011-12-01,Kedougou,Kédougou,Maïs local,250.0,1
2011-12-01,Kedougou,Kédougou,Mil,250.0,1
2011-12-01,Kedougou,Kédougou,Sorgho,250.0,1
2011-12-01,Kolda,Kolda,Maïs local,204.16500000000002,2
2011-12-01,Kolda,Kolda,Mil,196.66500000000002,2
2011-12-01,Kolda,Kolda,Riz importé (brisé),325.0,3
2011-12-01,Kolda,Kolda,Sorgho,205.625,2
2011-12-01,Louga,Louga,Maïs importé,275.0,3
2011-12-01,Louga,Louga,Maïs local,225.0,3
2011-12-01,Louga,Louga,Mil,221.875,4
2011-12-01,Louga,Louga,Riz importé (brisé),301.25,4
2011-12-01,Louga,Louga,Riz local,292.5,4
2011-12-01,Louga,Louga,Sorgho,225.0,3
2011-12-01,Matam,Matam,Mil,253.0,1
2011-12-01,Matam,Matam,Riz importé (brisé),350.0,1
2011-12-01,Matam,Matam,Sorgho,250.0,1
2011-12-01,Saint Louis,Saint-Louis,Maïs local,250.0,1
2011-12-01,Saint Louis,Saint-Louis,Mil,250.0,2
2011-12-01,Saint Louis,Saint-Louis,Riz importé (brisé),375.0,2
2011-12-01,Saint Louis,Saint-Louis,Riz local,300.0,1
2011-12-01,Saint Louis,Saint-Louis,Sorgho,250.0,1
2011-12-01,Sedhiou,Sédhiou,Maïs local,250.0,1
2011-12-01,Sedhiou,Sédhiou,Mil,225.0,1
2011-12-01,Sedhiou,Sédhiou,Riz importé (brisé),325.0,1
2011-12-01,Sedhiou,Sédhiou,Sorgho,206.25,1
2011-12-01,Tambacounda,Tambacounda,Maïs local,200.0,4
2011-12-01,Tambacounda,Tambacounda,Mil,200.0,4
2011-12-01,Tambacounda,Tambacounda,Riz importé (brisé),303.75,2
2011-12-01,Tambacounda,Tambacounda,Riz local,260.0,3
2011-12-01,Tambacounda,Tambacounda,Sorgho,200.0,4
2011-12-01,Thies,Thiès,Maïs importé,250.0,1
2011-12-01,Thies,Thiès,Maïs local,233.33,1
2011-12-01,Thies,Thiès,Mil,190.0,4
2011-12-01,Thies,Thiès,Riz importé (brisé),300.0,4
2011-12-01,Thies,Thiès,Riz local,287.5,2
2011-12-01,Thies,Thiès,Sorgho,220.0,1
2011-12-01,Ziguinchor,Ziguinchor,Maïs local,254.165,2
2011-12-01,Ziguinchor,Ziguinchor,Mil,236.25,3
2011-12-01,Ziguinchor,Ziguinchor,Riz importé (brisé),328.125,2
2011-12-01,Ziguinchor,Ziguinchor,Sorgho,266.66499999999996,2
2012-01-01,Dakar,Dakar,Maïs importé,225.0,3
2012-01-01,Dakar,Dakar,Mil,241.0,5
2012-01-01,Dakar,Dakar,Riz importé (brisé),325.0,4
2012-01-01,Dakar,Dakar,Riz local,300.0,2
2012-01-01,Diourbel,Diourbel,Maïs importé,200.0,4
2012-01-01,Diourbel,Diourbel,Maïs local,175.0,1
2012-01-01,Diourbel,Diourbel,Mil,175.0,4
2012-01-01,Diourbel,Diourbel,Riz importé (brisé),300.0,4
2012-01-01,Diourbel,Diourbel,Riz local,262.5,2
2012-01-01,Diourbel,Diourbel,Sorgho,170.0,2
2012-01-01,Fatick,Fatick,Maïs importé,192.5,4
2012-01-01,Fatick,Fatick,Maïs local,190.0,3
2012-01-01,Fatick,Fatick,Mil,173.75,6
2012-01-01,Fatick,Fatick,Riz importé (brisé),300.0,6
2012-01-01,Fatick,Fatick,Riz local,287.5,2
2012-01-01,Fatick,Fatick,Sorgho,175.0,6
2012-01-01,Kaffrine,Kaffrine,Maïs importé,200.0,3
2012-01-01,Kaffrine,Kaffrine,Maïs local,208.75,4
2012-01-01,Kaffrine,Kaffrine,Mil,195.0,5
2012-01-01,Kaffrine,Kaffrine,Riz importé (brisé),370.0,5
2012-01-01,Kaffrine,Kaffrine,Riz local,282.5,5
2012-01-01,Kaffrine,Kaffrine,Sorgho,185.0,5
2012-01-01,Kaolack,Kaolack,Maïs local,194.0,3
2012-01-01,Kaolack,Kaolack,Mil,175.16500000000002,4
2012-01-01,Kaolack,Kaolack,Riz importé (brisé),321.0,3
2012-01-01,Kaolack,Kaolack,Sorgho,185.0,3
2012-01-01,Kedougou,Kédougou,Maïs local,225.0,1
2012-01-01,Kedougou,Kédougou,Mil,250.0,1
2012-01-01,Kedougou,Kédougou,Riz importé (brisé),350.0,1
2012-01-01,Kolda,Kolda,Maïs local,200.0,3
2012-01-01,Kolda,Kolda,Mil,200.0,3
2012-01-01,Kolda,Kolda,Riz importé (brisé),325.0,3
2012-01-01,Kolda,Kolda,Sorgho,207.0,2
2012-01-01,Louga,Louga,Maïs importé,275.0,4
2012-01-01,Louga,Louga,Maïs local,238.75,2
2012-01-01,Louga,Louga,Mil,218.125,4
2012-01-01,Louga,Louga,Riz importé (brisé),315.0,4
2012-01-01,Louga,Louga,Riz local,288.75,4
2012-01-01,Louga,Louga,Sorgho,230.0,2
2012-01-01,Matam,Matam,Maïs importé,300.0,3
2012-01-01,Matam,Matam,Maïs local,300.0,3
2012-01-01,Matam,Matam,Mil,278.5,4
2012-01-01,Matam,Matam,Riz importé (brisé),350.0,4
2012-01-01,Matam,Matam,Riz local,273.33,3
2012-01-01,Matam,Matam,Sorgho,300.5,4
2012-01-01,Saint Louis,Saint-Louis,Mil,255.0,1
2012-01-01,Saint Louis,Saint-Louis,Riz importé (brisé),425.0,1
2012-01-01,Saint Louis,Saint-Louis,Sorgho,255.0,1
2012-01-01,Sedhiou,Sédhiou,Maïs local,250.0,1
2012-01-01,Sedhiou,Sédhiou,Riz importé (brisé),338.0,1
2012-01-01,Sedhiou,Sédhiou,Sorgho,200.0,1
2012-01-01,Tambacounda,Tambacounda,Maïs local,215.0,4
2012-01-01,Tambacounda,Tambacounda,Mil,215.0,4
2012-01-01,Tambacounda,Tambacounda,Riz importé (brisé),350.0,2
2012-01-01,Tambacounda,Tambacounda,Riz local,260.0,1
2012-01-01,Tambacounda,Tambacounda,Sorgho,215.0,4
2012-01-01,Thies,Thiès,Maïs local,225.0,1
2012-01-01,Thies,Thiès,Mil,202.5,2
2012-01-01,Thies,Thiès,Riz importé (brisé),312.5,2
2012-01-01,Thies,Thiès,Riz local,300.0,1
2012-01-01,Thies,Thiès,Sorgho,210.0,1
2012-01-01,Ziguinchor,Ziguinchor,Maïs local,253.125,2
2012-01-01,Ziguinchor,Ziguinchor,Mil,232.0,3
2012-01-01,Ziguinchor,Ziguinchor,Riz importé (brisé),343.75,3
2012-01-01,Ziguinchor,Ziguinchor,Sorgho,268.75,2
2012-02-01,Dakar,Dakar,Maïs importé,225.0,3
2012-02-01,Dakar,Dakar,Mil,256.0,5
2012-02-01,Dakar,Dakar,Riz importé (brisé),325.0,4
2012-02-01,Dakar,Dakar,Riz local,300.0,3
2012-02-01,Dakar,Dakar,Sorgho,225.0,2
2012-02-01,Dakar,Dakar,Sorgho importé,235.0,4
2012-02-01,Diourbel,Diourbel,Maïs importé,195.0,4
2012-02-01,Diourbel,Diourbel,Maïs local,175.0,3
2012-02-01,Diourbel,Diourbel,Mil,175.0,4
2012-02-01,Diourbel,Diourbel,Riz importé (brisé),300.0,5
2012-02-01,Diourbel,Diourbel,Riz local,262.5,2
2012-02-01,Diourbel,Diourbel,Sorgho,170.0,1
2012-02-01,Diourbel,Diourbel,Sorgho importé,190.0,3
2012-02-01,Fatick,Fatick,Maïs importé,200.0,1
2012-02-01,Fatick,Fatick,Maïs local,178.75,4
2012-02-01,Fatick,Fatick,Mil,181.25,6
2012-02-01,Fatick,Fatick,Riz importé (brisé),300.0,6
2012-02-01,Fatick,Fatick,Riz local,275.0,1
2012-02-01,Fatick,Fatick,Sorgho,180.0,5
2012-02-01,Kaffrine,Kaffrine,Maïs local,210.0,5
2012-02-01,Kaffrine,Kaffrine,Mil,185.0,4
2012-02-01,Kaffrine,Kaffrine,Riz importé (brisé),375.0,4
2012-02-01,Kaffrine,Kaffrine,Riz local,285.0,5
2012-02-01,Kaffrine,Kaffrine,Sorgho,185.0,5
2012-02-01,Kaolack,Kaolack,Maïs local,203.125,4
2012-02-01,Kaolack,Kaolack,Mil,172.5,4
2012-02-01,Kaolack,Kaolack,Riz importé (brisé),325.0,3
2012-02-01,Kaolack,Kaolack,Riz local,275.0,1
2012-02-01,Kaolack,Kaolack,Sorgho,210.83499999999998,2
2012-02-01,Kedougou,Kédougou,Maïs local,200.0,1
2012-02-01,Kedougou,Kédougou,Mil,250.0,1
2012-02-01,Kedougou,Kédougou,Riz importé (brisé),356.25,1
2012-02-01,Kedougou,Kédougou,Sorgho,250.0,1
2012-02-01,Kolda,Kolda,Maïs local,221.875,2
2012-02-01,Kolda,Kolda,Mil,205.0,3
2012-02-01,Kolda,Kolda,Riz importé (brisé),325.0,3
2012-02-01,Kolda,Kolda,Sorgho,210.0,3
2012-02-01,Louga,Louga,Maïs importé,243.33,3
2012-02-01,Louga,Louga,Mil,221.66500000000002,2
2012-02-01,Louga,Louga,Riz importé (brisé),316.67,3
2012-02-01,Louga,Louga,Riz local,290.0,3
2012-02-01,Louga,Louga,Sorgho,230.0,2
2012-02-01,Matam,Matam,Maïs importé,275.0,3
2012-02-01,Matam,Matam,Maïs local,275.0,3
2012-02-01,Matam,Matam,Mil,284.25,4
2012-02-01,Matam,Matam,Riz importé (brisé),337.5,4
2012-02-01,Matam,Matam,Riz local,260.0,3
2012-02-01,Matam,Matam,Sorgho,294.0,4
2012-02-01,Saint Louis,Saint-Louis,Mil,250.0,1
2012-02-01,Saint Louis,Saint-Louis,Riz importé (brisé),500.0,1
